loan_id,customer_id,branch_id,raw_loan_status,loan_purpose,local_currency,loan_amount_local,loan_amount_usd,interest_rate_pct,tenure_months,amount_repaid_local,outstanding_balance,raw_disbursement_date,raw_maturity_date
2255,902,111,PENDING REVIEW,SME Working Capital,ZAR,8611526.92,473633.98,10.58,18,1941404.54,6670122.38,2022-10-09,07/03/2023
2256,1926,111,FULLY PAID,Asset Finance,ZAR,10848546.72,596670.07,16.08,18,7861045.58,2987501.14,2022-09-26,11/04/2026
2257,1912,104,written off,Asset Finance,NGN,5390077.45,3341.85,27.93,60,355656.55,5034420.9,12/19/2023,16/01/2025
2258,1636,111,defaulted,Mortgage,ZAR,9731223.98,535217.32,17.83,12,4348109.41,5383114.57,2021-03-15,04/12/2025
2259,697,111,RESTRUCTURED,Education Finance,ZAR,2458407.64,135212.42,18.6,36,2447863.05,10544.59,31/03/2022,26/11/2023
2260,1584,101,fully paid,Agricultural Loan,NGN,594659.88,368.69,4.09,60,37576.53,557083.35,10/19/2021,22/07/2023
2261,1737,113,approved,Trade Finance / Import,EUR,14335856.34,15482724.85,19.44,36,11463440.14,2872416.2,20/04/2020,06/09/2026
2262,869,111,FULLY PAID,Auto Loan,ZAR,4346447.51,239054.61,11.04,6,1021376.36,3325071.15,28-Jul-2024,2026-10-27
2263,1350,113,RESTRUCTURED,Auto Loan,EUR,5748069.57,6207915.14,9.56,48,4494574.13,1253495.44,11/09/2020,08/15/2024
2264,1892,107,restructured,Education Finance,GHS,6268261.09,413705.23,26.94,6,5437053.67,831207.42,28/06/2020,14-May-2027
2265,111,109,fully paid,Trade Finance / Import,KES,5222435.48,40212.75,23.48,6,3675983.39,1546452.09,2024-11-13,2024-11-17
2266,1602,114,written off,Education Finance,AED,13852179.45,3767792.81,13.2,36,8442246.89,5409932.56,10/20/2022,12/01/2025
2267,1603,108,active,Trade Finance / Import,KES,13318268.69,102550.67,25.1,12,3390407.36,9927861.33,28/08/2021,03/11/2027
2268,391,106,pending review,Auto Loan,GHS,18336287.38,1210194.97,27.54,24,15836275.07,2500012.31,09/07/2022,19-Oct-2024
2269,1259,101,RESTRUCTURED,Education Finance,NGN,10583957.6,6562.05,25.11,36,4354252.02,6229705.58,05-May-2023,08-Jul-2024
2270,588,108,FULLY PAID,Agricultural Loan,KES,13278015.73,102240.72,7.97,6,157205.34,13120810.39,26-Jun-2021,03/06/2026
2271,1073,113,WRITTEN OFF,Education Finance,EUR,17211322.39,18588228.18,6.05,48,1606379.03,15604943.36,09/01/2023,05/28/2026
2272,1155,106,FULLY PAID,Mortgage,GHS,2900123.74,191408.17,27.71,60,879050.67,2021073.07,09/09/2024,02-Oct-2023
2273,415,114,defaulted,Mortgage,AED,10415171.05,2832926.53,8.16,6,9588016.76,827154.29,2021-10-12,31/07/2024
2274,22,110,Fully Paid,SME Working Capital,ZAR,13715961.96,754377.91,26.09,48,12836077.61,879884.35,09/08/2022,22/11/2023
2275,1774,104, Active ,Personal Loan,NGN,16385778.67,10159.18,10.17,48,9941863.85,6443914.82,09/10/2020,10/04/2027
2276,1809,104,written off,Mortgage,NGN,1299731.68,805.83,10.25,18,682074.47,617657.21,10/11/2020,01/06/2027
2277,208,102,Fully Paid,Education Finance,NGN,15449183.18,9578.49,9.09,12,8571131.94,6878051.24,13/06/2022,05-Jul-2025
2278,1147,112,DEFAULTED,Education Finance,GBP,210667.11,267547.23,15.65,12,166123.4,44543.71,2020-06-13,25-Jul-2026
2279,1385,105,defaulted,Personal Loan,NGN,17148197.48,10631.88,17.45,36,2826535.23,14321662.25,01/20/2022,01/30/2025
2280,1479,105,FULLY PAID,Personal Loan,NGN,8185053.34,5074.73,21.81,12,6818350.0,1366703.34,2024-10-15,07/29/2027
2281,225,112,WRITTEN OFF,Agricultural Loan,GBP,7412604.11,9414007.22,18.63,48,1467748.64,5944855.47,01/22/2020,08/25/2027
2282,1182,107,restructured,Trade Finance / Import,GHS,5271367.6,347910.26,6.56,60,1667467.07,3603900.53,19/01/2023,18/06/2025
2283,7,110,written off,Trade Finance / Import,ZAR,5103690.72,280702.99,15.78,48,2778695.43,2324995.29,03-Jun-2023,2027-03-29
2284,578,112,fully paid,Education Finance,GBP,17512952.29,22241449.41,12.09,24,13965031.92,3547920.37,2021-02-10,04/25/2026
2285,1464,102,PENDING REVIEW,Education Finance,NGN,7038587.46,4363.92,13.64,48,4025734.26,3012853.2,09-Jan-2021,06-May-2024
2286,712,112,restructured,Personal Loan,GBP,943418.96,1198142.08,12.58,6,45724.45,897694.51,2024-10-24,08/31/2024
2287,739,111,PENDING REVIEW,SME Working Capital,ZAR,9932593.19,546292.63,18.29,12,3566425.27,6366167.92,12-Oct-2021,08/19/2025
2288,441,113,RESTRUCTURED,Asset Finance,EUR,2849538.3,3077501.36,7.21,48,535183.35,2314354.95,30-Nov-2021,07/01/2024
2289,187,106,active,Agricultural Loan,GHS,14316146.22,944865.65,4.54,24,8653203.2,5662943.02,2022-06-14,2027-12-17
2290,260,108,Fully Paid,Mortgage,KES,16153980.53,124385.65,18.24,48,2991011.16,13162969.37,27/02/2024,18/09/2025
2291,716,107,restructured,Personal Loan,GHS,18032776.51,1190163.25,25.59,48,1580252.17,16452524.34,2023-12-20,2023-11-09
2292,83,115,WRITTEN OFF,Trade Finance / Import,USD,12831074.11,12831074.11,25.81,12,233728.32,12597345.79,2020-10-24,18/12/2023
2293,871,111,active,Asset Finance,ZAR,10479659.5,576381.27,4.41,6,3615981.06,6863678.44,12/03/2022,05/14/2023
2294,1531,104,restructured,SME Working Capital,NGN,9710084.69,6020.25,26.02,60,8736191.68,973893.01,11/01/2022,10/01/2026
2295,1757,115,written off,Personal Loan,USD,1546996.9,1546996.9,23.14,18,185857.74,1361139.16,12/25/2023,04/17/2026
2296,2,104,active,Education Finance,NGN,1162970.74,721.04,26.09,48,832833.79,330136.95,11/14/2021,06-Jan-2027
2297,94,114,PENDING REVIEW,Agricultural Loan,AED,11344367.26,3085667.89,27.17,24,7905697.49,3438669.77,2022-11-26,2023-09-11
2298,230,101,defaulted,Personal Loan,NGN,12689820.01,7867.69,25.35,24,5849721.55,6840098.46,25-Jan-2022,23/05/2023
2299,565,113,FULLY PAID,Asset Finance,EUR,7218954.51,7796470.87,27.67,12,4918958.13,2299996.38,11/22/2021,03/31/2026
2300,207,114,approved,Asset Finance,AED,9218565.65,2507449.86,7.44,48,390745.25,8827820.4,16-Nov-2024,07/25/2023
2301,1433,108,restructured,Auto Loan,KES,18262798.52,140623.55,24.69,48,11810268.85,6452529.67,2023-01-16,23-Mar-2024
2302,125,115,fully paid,SME Working Capital,USD,2109908.56,2109908.56,13.45,18,183648.05,1926260.51,2020-01-04,2023-01-13
2303,1409,113,active,SME Working Capital,EUR,19986142.56,21585033.96,5.58,60,9588158.06,10397984.5,2021-02-01,30/04/2024
2304,235,115,ACTIVE,Trade Finance / Import,USD,3319669.34,3319669.34,25.48,6,759966.52,2559702.82,23/01/2023,05/09/2027
2305,1632,107,DEFAULTED,Agricultural Loan,GHS,17172006.25,1133352.41,22.82,48,10277746.68,6894259.57,27/02/2022,29/06/2027
2306,1837,104,PENDING REVIEW,Trade Finance / Import,NGN,4299529.04,2665.71,26.33,36,2555573.67,1743955.37,05/06/2023,2027-02-22
2307,1992,115, Active ,Mortgage,USD,12150762.65,12150762.65,25.61,18,8174931.45,3975831.2,27/10/2021,08/31/2026
2308,995,110,defaulted,Mortgage,ZAR,3907229.52,214897.62,20.0,12,3646558.06,260671.46,11/08/2021,27-May-2023
2309,1108,111,APPROVED,Education Finance,ZAR,4065432.92,223598.81,6.54,60,432324.13,3633108.79,2022-01-23,2025-02-11
2310,1739,106,pending review,Auto Loan,GHS,19067247.18,1258438.31,24.69,12,7289411.9,11777835.28,17-Sep-2023,07/02/2024
2311,185,104,RESTRUCTURED,Trade Finance / Import,NGN,322853.93,200.17,11.51,6,51074.3,271779.63,19-Sep-2022,20/12/2025
2312,426,111,active,Asset Finance,ZAR,11461362.81,630374.95,6.0,12,3177664.68,8283698.13,12/04/2024,21-Dec-2027
2313,754,114,Fully Paid,Education Finance,AED,14996193.43,4078964.61,9.51,36,7748296.57,7247896.86,2023-06-07,22/05/2023
2314,175,105,pending review,SME Working Capital,NGN,9749412.57,6044.64,13.7,12,7758720.42,1990692.15,03/12/2022,06/04/2025
2315,1325,109,pending review,Asset Finance,KES,10300699.45,79315.39,8.37,24,10226585.55,74113.9,2024-03-04,11/11/2024
2316,390,110,ACTIVE,Personal Loan,ZAR,2054366.56,112990.16,21.57,60,389675.43,1664691.13,05/29/2023,04-Feb-2025
2317,768,107,Fully Paid,SME Working Capital,GHS,4377048.52,288885.2,16.67,24,3999674.7,377373.82,23/08/2022,09/23/2024
2318,1075,103,approved,Asset Finance,NGN,7162465.3,4440.73,25.27,12,3548207.43,3614257.87,31/05/2024,26/11/2024
2319,628,111,pending review,Personal Loan,ZAR,9967155.19,548193.54,10.54,18,5756349.71,4210805.48,01-Apr-2022,21-Apr-2023
2320,841,106,approved,Asset Finance,GHS,5011750.84,330775.56,27.13,12,3009017.24,2002733.6,05/16/2020,29-Aug-2023
2321,424,114, Active ,Personal Loan,AED,14513792.24,3947751.49,8.86,48,9924638.01,4589154.23,2023-01-03,16/04/2025
2322,1984,115,WRITTEN OFF,Agricultural Loan,USD,16296102.09,16296102.09,5.56,24,7118178.33,9177923.76,11/24/2022,10/11/2026
2323,429,108,approved,Asset Finance,KES,17124021.92,131854.97,5.09,36,16454759.85,669262.07,11-May-2023,19/06/2024
2324,496,109,FULLY PAID,Auto Loan,KES,4472817.75,34440.7,10.31,6,3375812.74,1097005.01,11-Sep-2022,20/10/2026
2325,683,114,active,Asset Finance,AED,13536128.7,3681827.01,18.46,36,3647591.5,9888537.2,15/09/2023,15-Oct-2027
2326,1835,113,defaulted,Agricultural Loan,EUR,19482356.37,21040944.88,12.23,6,17850977.54,1631378.83,03/03/2022,10/02/2025
2327,196,108,approved,Auto Loan,KES,5531007.48,42588.76,9.33,48,12997.99,5518009.49,12-Nov-2024,04/29/2027
2328,1081,111,WRITTEN OFF,Personal Loan,ZAR,15682230.96,862522.7,19.44,48,15389327.85,292903.11,22/01/2022,11/11/2027
2329,662,106,approved,SME Working Capital,GHS,2192290.54,144691.18,7.52,18,41157.86,2151132.68,25/02/2022,03/31/2024
2330,542,115,approved,Auto Loan,USD,19333921.14,19333921.14,18.6,60,15866505.71,3467415.43,13/10/2024,16/01/2024
2331,1136,110,approved,Education Finance,ZAR,4806189.64,264340.43,12.34,48,2367248.17,2438941.47,2022-05-31,2024-01-03
2332,1845,115,DEFAULTED,Mortgage,USD,6575950.45,6575950.45,16.12,6,2234427.93,4341522.52,29-Jul-2020,09/21/2023
2333,604,114,PENDING REVIEW,Mortgage,AED,9120020.26,2480645.51,14.2,18,6272711.22,2847309.04,18/03/2022,22-Jan-2026
2334,150,114, Active ,Personal Loan,AED,1733005.53,471377.5,26.56,24,1541471.31,191534.22,06/21/2022,19-Jul-2026
2335,603,111,written off,Education Finance,ZAR,3993844.83,219661.47,24.79,24,3798879.11,194965.72,07/15/2020,2024-03-25
2336,1027,108,RESTRUCTURED,Personal Loan,KES,11108867.59,85538.28,17.85,18,3393785.24,7715082.35,2021-03-29,16-Nov-2026
2337,1678,113,PENDING REVIEW,Education Finance,EUR,16740266.54,18079487.86,5.9,18,7870171.83,8870094.71,21-Dec-2024,21-Feb-2025
2338,1907,108,FULLY PAID,Mortgage,KES,16321653.45,125676.73,7.15,36,7153877.95,9167775.5,23-Feb-2024,02-Jul-2027
2339,815,102,DEFAULTED,Trade Finance / Import,NGN,18993802.54,11776.16,19.82,36,312831.63,18680970.91,16-Jun-2023,07/10/2023
2340,946,113,DEFAULTED,Agricultural Loan,EUR,5685442.79,6140278.21,5.35,6,5456737.04,228705.75,2024-01-03,2027-08-21
2341,1263,106,restructured,Mortgage,GHS,11056842.24,729751.59,23.85,18,1512048.47,9544793.77,13/07/2020,15-Sep-2023
2342,1743,114,written off,Agricultural Loan,AED,7547608.73,2052949.57,12.82,12,5143077.89,2404530.84,01/02/2020,2025-01-31
2343,261,107,ACTIVE,Asset Finance,GHS,4444578.64,293342.19,24.79,24,768709.08,3675869.56,01/09/2023,03/12/2024
2344,413,111,approved,SME Working Capital,ZAR,6662713.32,366449.23,12.37,48,3669145.66,2993567.66,27/08/2022,07/24/2023
2345,1462,106,approved,Agricultural Loan,GHS,6621260.84,437003.22,26.82,48,106595.56,6514665.28,09/10/2021,12/09/2027
2346,1506,113,restructured,Auto Loan,EUR,4671637.19,5045368.17,21.89,18,603781.37,4067855.82,10/29/2020,10/01/2025
2347,894,110,Fully Paid,Personal Loan,ZAR,11549209.63,635206.53,11.44,12,1318829.67,10230379.96,12/10/2020,26-Jul-2027
2348,118,103,approved,Personal Loan,NGN,7301415.13,4526.88,25.42,24,1214901.35,6086513.78,06/29/2022,2025-09-07
2349,867,111,defaulted,SME Working Capital,ZAR,6745157.9,370983.68,14.08,18,5010671.67,1734486.23,04/19/2022,27-Jun-2027
2350,198,103,active,Asset Finance,NGN,1354265.1,839.64,26.28,48,671524.8,682740.3,09-Jan-2024,2024-07-30
2351,807,115,FULLY PAID,SME Working Capital,USD,3727460.05,3727460.05,9.42,60,2625994.75,1101465.3,13-May-2021,2023-04-07
2352,1755,108,DEFAULTED,Agricultural Loan,KES,11963439.27,92118.48,21.51,18,6694748.99,5268690.28,2024-04-29,16-Nov-2024
2353,879,114,RESTRUCTURED,Mortgage,AED,3660484.78,995651.86,26.12,12,987869.8,2672614.98,11/04/2023,2024-08-26
2354,173,104,active,Personal Loan,NGN,9881042.98,6126.25,25.26,60,6660351.65,3220691.33,22-Dec-2021,2025-02-25
2355,1105,114,defaulted,Trade Finance / Import,AED,13960138.83,3797157.76,26.27,12,9633954.36,4326184.47,28/02/2021,24/03/2024
2356,660,111,WRITTEN OFF,Agricultural Loan,ZAR,7727745.82,425026.02,5.17,18,313013.27,7414732.55,2020-09-26,2023-05-29
2357,1168,112,pending review,Auto Loan,GBP,18843147.98,23930797.93,5.75,36,13981883.22,4861264.76,09/08/2020,04/14/2026
2358,1229,106,pending review,Agricultural Loan,GHS,5167458.1,341052.23,10.82,60,2052287.03,3115171.07,01/08/2024,08/09/2027
2359,859,110,ACTIVE,Agricultural Loan,ZAR,11405737.07,627315.54,16.85,60,6250566.09,5155170.98,15-Nov-2020,2024-06-24
2360,879,114, Active ,Mortgage,AED,5014131.17,1363843.68,21.26,6,2678150.37,2335980.8,14/09/2021,27-Dec-2026
2361,1813,109,FULLY PAID,Agricultural Loan,KES,3013117.94,23201.01,19.71,24,1715015.68,1298102.26,01-Apr-2023,05/03/2023
2362,607,111,restructured,Personal Loan,ZAR,8399612.09,461978.66,11.87,24,4985792.29,3413819.8,17/03/2020,07/01/2024
2363,824,108,approved,Mortgage,KES,14143527.89,108905.16,20.04,36,6779915.09,7363612.8,27/03/2024,2024-09-24
2364,263,105,approved,Agricultural Loan,NGN,6144024.86,3809.3,13.98,36,845838.96,5298185.9,04/05/2023,12/19/2027
2365,80,109,Fully Paid,Asset Finance,KES,19030189.48,146532.46,21.3,60,2414699.56,16615489.92,19/10/2022,06-Sep-2024
2366,1904,112,restructured,Personal Loan,GBP,1247550.94,1584389.69,4.85,36,194256.74,1053294.2,2023-02-14,25-Feb-2026
2367,1625,106,PENDING REVIEW,Asset Finance,GHS,18462753.65,1218541.74,11.13,18,11103036.78,7359716.87,2024-11-08,08/24/2027
2368,1269,106,FULLY PAID,Asset Finance,GHS,19865245.88,1311106.23,4.96,36,17517013.05,2348232.83,2021-07-31,07-May-2025
2369,490,113,approved,Asset Finance,EUR,18578330.85,20064597.32,12.31,24,15749929.84,2828401.01,06/06/2024,16-Aug-2026
2370,613,103,pending review,SME Working Capital,NGN,17642543.6,10938.38,18.81,60,10165262.47,7477281.13,14/01/2021,2027-12-04
2371,928,109,PENDING REVIEW,SME Working Capital,KES,3849333.63,29639.87,20.67,24,1252488.11,2596845.52,03/04/2023,2027-03-09
2372,844,115,PENDING REVIEW,Agricultural Loan,USD,15455220.38,15455220.38,7.73,48,6214371.13,9240849.25,19-Sep-2021,2023-09-20
2373,1343,115,DEFAULTED,SME Working Capital,USD,464349.8,464349.8,16.66,12,32465.15,431884.65,2020-05-23,2026-07-28
2374,1925,115,ACTIVE,Auto Loan,USD,15279371.89,15279371.89,13.89,60,4852584.56,10426787.33,2021-01-08,2026-02-17
2375,680,106,restructured,Mortgage,GHS,13237899.08,873701.34,10.29,24,11292082.18,1945816.9,2020-05-10,10/03/2025
2376,1320,107,fully paid,Trade Finance / Import,GHS,3195885.33,210928.43,16.61,36,1869538.59,1326346.74,11/11/2021,31/05/2025
2377,1552,111, Active ,Auto Loan,ZAR,13468266.06,740754.63,11.18,12,12013618.56,1454647.5,04/07/2021,11-Jul-2027
2378,642,108,Fully Paid,Education Finance,KES,2367786.91,18231.96,21.3,12,1704632.64,663154.27,13-Sep-2024,02/27/2027
2379,1774,104,ACTIVE,Education Finance,NGN,13495941.68,8367.48,27.09,18,566229.82,12929711.86,2021-04-29,09/12/2023
2380,757,108,restructured,Asset Finance,KES,1610037.16,12397.29,22.46,12,1325342.59,284694.57,12/07/2022,12/21/2023
2381,1462,106,ACTIVE,Education Finance,GHS,16836325.37,1111197.47,24.13,36,5552924.16,11283401.21,2024-12-09,09/07/2023
2382,506,104,FULLY PAID,Agricultural Loan,NGN,4320823.82,2678.91,9.11,12,1643007.17,2677816.65,2022-08-15,2027-09-06
2383,1848,104,restructured,Education Finance,NGN,19633240.07,12172.61,23.41,12,14079624.57,5553615.5,04/06/2020,25/06/2025
2384,707,112,approved,Asset Finance,GBP,13274754.23,16858937.87,4.34,24,3205838.79,10068915.44,07/03/2024,23-Aug-2026
2385,1395,115,approved,Trade Finance / Import,USD,12721329.45,12721329.45,24.89,12,2207918.93,10513410.52,13/12/2020,18-Feb-2024
2386,530,105,PENDING REVIEW,Auto Loan,NGN,10590241.26,6565.95,26.31,6,5051431.47,5538809.79,18/12/2021,07/04/2027
2387,150,114, Active ,Trade Finance / Import,AED,14489413.64,3941120.51,22.51,18,4349578.78,10139834.86,27-Jan-2024,31-May-2023
2388,1634,105,approved,Trade Finance / Import,NGN,18351568.09,11377.97,24.17,60,1676291.55,16675276.54,07-Jan-2022,2027-07-22
2389,1010,110,APPROVED,Education Finance,ZAR,15265790.54,839618.48,24.86,36,14269306.86,996483.68,12/16/2020,23-May-2024
2390,714,111,active,Education Finance,ZAR,12274589.49,675102.42,13.32,60,1138111.88,11136477.61,06/14/2024,01/03/2024
2391,397,111,restructured,Personal Loan,ZAR,19508367.49,1072960.21,9.02,6,6336112.21,13172255.28,12/18/2024,2023-04-21
2392,523,112,ACTIVE,SME Working Capital,GBP,15246222.01,19362701.95,15.34,12,12449425.1,2796796.91,07-Sep-2021,03/18/2023
2393,240,111,written off,Education Finance,ZAR,9283237.22,510578.05,7.64,6,7424265.44,1858971.78,30-May-2022,2026-12-04
2394,1917,108,approved,SME Working Capital,KES,4117244.38,31702.78,11.97,36,2039163.1,2078081.28,2020-06-07,21/10/2026
2395,1386,102,ACTIVE,Asset Finance,NGN,17300821.55,10726.51,19.52,36,2810139.39,14490682.16,08-Feb-2020,2024-04-28
2396,316,111,RESTRUCTURED,Trade Finance / Import,ZAR,1814036.7,99772.02,6.07,60,970811.81,843224.89,2023-05-13,07/04/2026
2397,1239,105,defaulted,Auto Loan,NGN,19171715.41,11886.46,11.54,48,10584462.67,8587252.74,2022-04-30,08/08/2026
2398,323,107,fully paid,Asset Finance,GHS,8705942.74,574592.22,23.98,24,1982187.95,6723754.79,12/11/2021,2027-08-20
2399,850,102,PENDING REVIEW,Mortgage,NGN,19200491.81,11904.3,17.45,24,4651153.08,14549338.73,05/14/2021,03/15/2026
2400,1681,106,approved,Agricultural Loan,GHS,12093762.76,798188.34,12.63,48,318226.18,11775536.58,12/15/2023,2027-02-19
2401,341,103,FULLY PAID,Personal Loan,NGN,18734263.12,11615.24,5.77,60,2609813.19,16124449.93,08/09/2021,2023-12-24
2402,638,101,APPROVED,SME Working Capital,NGN,3902722.34,2419.69,21.91,48,768808.8,3133913.54,05/22/2020,14-Dec-2027
2403,39,102,pending review,Personal Loan,NGN,18537982.98,11493.55,11.65,6,3647287.0,14890695.98,03-Mar-2024,2026-02-02
2404,815,102,defaulted,Education Finance,NGN,7844996.21,4863.9,20.86,18,1828386.62,6016609.59,14-Nov-2023,05/31/2026
2405,1919,106,approved,Asset Finance,GHS,1615179.26,106601.83,14.69,48,120395.9,1494783.36,10/09/2022,2026-02-13
2406,538,102,WRITTEN OFF,SME Working Capital,NGN,1668526.66,1034.49,27.77,24,849204.1,819322.56,01/22/2024,12/12/2026
2407,1184,101,WRITTEN OFF,Auto Loan,NGN,10259941.42,6361.16,18.81,12,5677248.87,4582692.55,07/13/2023,11/30/2026
2408,330,102,Fully Paid,Auto Loan,NGN,9133096.82,5662.52,21.81,60,3742808.32,5390288.5,20/03/2023,10/08/2024
2409,1449,115,DEFAULTED,Mortgage,USD,12351907.05,12351907.05,9.59,18,211865.36,12140041.69,2023-05-16,03/15/2023
2410,1516,113, Active ,Trade Finance / Import,EUR,18964333.4,20481480.07,16.33,18,16551970.75,2412362.65,04/09/2021,27/03/2026
2411,1332,104,WRITTEN OFF,SME Working Capital,NGN,16685920.94,10345.27,21.5,18,1445883.46,15240037.48,2023-02-06,26-Jul-2024
2412,1619,109,FULLY PAID,Trade Finance / Import,KES,6333879.55,48770.87,4.28,60,978908.28,5354971.27,16/10/2022,07/06/2026
2413,340,114,RESTRUCTURED,Mortgage,AED,5900282.56,1604876.86,10.38,6,499564.25,5400718.31,22/09/2022,24/12/2024
2414,911,109,DEFAULTED,Auto Loan,KES,2914550.57,22442.04,11.03,24,1490751.93,1423798.64,2022-10-10,29-Sep-2027
2415,1171,105,APPROVED,Asset Finance,NGN,7149914.01,4432.95,6.04,48,4646725.15,2503188.86,24-Mar-2021,05-Jul-2024
2416,415,114,WRITTEN OFF,Personal Loan,AED,5264442.61,1431928.39,27.26,12,2224099.99,3040342.62,2024-05-24,2027-06-17
2417,870,105,PENDING REVIEW,Mortgage,NGN,3378660.88,2094.77,13.08,12,2661664.3,716996.58,15/09/2024,01/07/2027
2418,228,106,restructured,Education Finance,GHS,1993173.17,131549.43,21.13,6,1281673.02,711500.15,21-Dec-2021,07/02/2027
2419,329,111,written off,Mortgage,ZAR,19919427.21,1095568.5,21.55,60,6493346.21,13426081.0,17-Jan-2021,07/06/2025
2420,707,112,WRITTEN OFF,SME Working Capital,GBP,2138086.52,2715369.88,13.71,18,1942685.67,195400.85,26-Jan-2021,08-Apr-2026
2421,45,108,PENDING REVIEW,Agricultural Loan,KES,9006246.46,69348.1,14.23,48,3508318.44,5497928.02,31/01/2021,12-Sep-2027
2422,302,106,fully paid,Education Finance,GHS,5727202.44,377995.36,25.26,18,9421.71,5717780.73,10/08/2022,2026-09-27
2423,1121,103,ACTIVE,Mortgage,NGN,2354143.6,1459.57,25.84,24,954598.3,1399545.3,29-Dec-2020,2025-03-04
2424,763,113,fully paid,Education Finance,EUR,7507299.66,8107883.63,16.92,12,1031362.1,6475937.56,02-Sep-2020,06/12/2026
2425,1769,110, Active ,Auto Loan,ZAR,13164595.42,724052.75,12.95,36,5405350.24,7759245.18,2024-04-25,05/02/2027
2426,1430,115,WRITTEN OFF,Trade Finance / Import,USD,5450565.08,5450565.08,18.53,60,4721110.18,729454.9,28/02/2024,04/04/2023
2427,1341,112,FULLY PAID,Personal Loan,GBP,13426956.81,17052235.15,27.65,60,13025509.58,401447.23,26/01/2021,02/10/2026
2428,1781,104,PENDING REVIEW,Asset Finance,NGN,12749630.88,7904.77,22.5,36,4273226.41,8476404.47,2022-01-29,12-Feb-2027
2429,224,114,WRITTEN OFF,Asset Finance,AED,5588705.27,1520127.83,27.91,48,103724.04,5484981.23,2021-12-30,15-Mar-2023
2430,996,112,RESTRUCTURED,Mortgage,GBP,8421043.62,10694725.4,15.9,12,6664419.28,1756624.34,23/10/2023,06/04/2025
2431,846,103,fully paid,Education Finance,NGN,16513821.15,10238.57,23.05,6,13319377.21,3194443.94,25-Oct-2024,2023-11-11
2432,593,110,FULLY PAID,Mortgage,ZAR,12060929.26,663351.11,19.16,18,959174.92,11101754.34,29/12/2023,2027-08-29
2433,635,114,PENDING REVIEW,Personal Loan,AED,11372718.09,3093379.32,21.79,60,4141801.64,7230916.45,01/25/2021,10/18/2024
2434,1773,111,written off,Mortgage,ZAR,6093919.2,335165.56,12.5,12,1095138.88,4998780.32,03-May-2024,05/06/2023
2435,1074,109,defaulted,Personal Loan,KES,11628588.52,89540.13,7.99,48,4508615.77,7119972.75,12/18/2021,29/10/2024
2436,80,109,WRITTEN OFF,Auto Loan,KES,8714735.94,67103.47,6.36,18,5807091.21,2907644.73,24-Aug-2021,11-Oct-2025
2437,932,105,Fully Paid,Mortgage,NGN,5318961.25,3297.76,9.47,60,1652519.64,3666441.61,12/11/2021,03/14/2027
2438,604,114,ACTIVE,SME Working Capital,AED,8025434.34,2182918.14,13.57,36,1100806.99,6924627.35,11/06/2023,02-May-2023
2439,1751,107,WRITTEN OFF,Auto Loan,GHS,7027019.67,463783.3,5.69,12,6126249.13,900770.54,20/02/2022,30-Jan-2026
2440,959,114,Fully Paid,Auto Loan,AED,12981291.44,3530911.27,11.38,48,7090630.58,5890660.86,2024-12-17,09-Oct-2024
2441,1738,115,fully paid,Asset Finance,USD,8086632.1,8086632.1,23.86,36,588186.87,7498445.23,01/08/2022,10-May-2025
2442,873,109,fully paid,Auto Loan,KES,7223482.09,55620.81,13.23,6,3346371.91,3877110.18,2024-08-04,2023-08-09
2443,1617,109,FULLY PAID,Auto Loan,KES,1193613.46,9190.82,8.72,18,92691.06,1100922.4,02-Feb-2023,16-May-2024
2444,1459,102,pending review,Education Finance,NGN,9231706.85,5723.66,17.39,36,4019140.92,5212565.93,24-Jul-2021,07/19/2023
2445,737,103,DEFAULTED,Mortgage,NGN,17558763.41,10886.43,12.31,24,3279040.05,14279723.36,08/16/2023,06/18/2024
2446,1123,104,DEFAULTED,Trade Finance / Import,NGN,7178548.81,4450.7,18.79,60,2089930.24,5088618.57,15-Dec-2023,2024-08-26
2447,636,101,approved,Trade Finance / Import,NGN,17323359.76,10740.48,7.86,60,5369914.75,11953445.01,08/06/2023,01-Jun-2024
2448,443,110,fully paid,SME Working Capital,ZAR,302323.03,16627.77,9.89,6,142701.01,159622.02,2022-04-10,07/15/2025
2449,39,102,active,Asset Finance,NGN,8382774.7,5197.32,11.54,24,7045312.37,1337462.33,2021-01-13,2023-10-28
2450,1083,115,fully paid,Education Finance,USD,9745541.17,9745541.17,13.73,18,9473711.38,271829.79,27/03/2023,30/04/2025
2451,367,107,written off,Trade Finance / Import,GHS,4609609.97,304234.26,5.41,48,821865.22,3787744.75,2024-07-12,2027-12-22
2452,517,108,restructured,Mortgage,KES,4221605.02,32506.36,10.97,24,2912126.35,1309478.67,2022-09-01,2023-10-15
2453,1775,101,FULLY PAID,Trade Finance / Import,NGN,11653927.29,7225.43,13.4,24,4436814.27,7217113.02,18/09/2021,20-May-2025
2454,46,106,FULLY PAID,Agricultural Loan,GHS,12515854.58,826046.4,9.16,18,4625533.52,7890321.06,03/09/2023,2026-06-02
2455,534,103,pending review,Mortgage,NGN,19487295.52,12082.12,21.85,24,1581741.5,17905554.02,12/25/2024,2024-09-15
2456,1769,110,defaulted,Auto Loan,ZAR,17482769.95,961552.35,27.17,18,5862775.89,11619994.06,2024-11-25,10-Jan-2026
2457,1365,115,WRITTEN OFF,Mortgage,USD,5322502.29,5322502.29,23.78,6,2667576.17,2654926.12,25/07/2024,31-Jan-2024
