transaction_id,customer_id,branch_id,raw_transaction_type,raw_channel,raw_transaction_date,raw_transaction_time,amount_local,local_currency,amount_usd,raw_description,reference_code,balance_after_local
14417,963,111,Credit,*966#,05/10/2025,21:05:05,989063.58,ZAR,54398.5,Cash deposit,REF000014417,9118639.66
14418,1173,106,CREDIT,atm,11/03/2023,15:22:14,1409818.27,GHS,93048.01,Standing order,REF000014418,5099970.39
14419,1135,106,debit,*966#,27/09/2025,16:45:02,1135780.05,GHS,74961.48,Merchant payment,REF000014419,7343975.37
14420,214,103, Credit ,ATM,04/12/2025,20:28:44,1341160.21,NGN,831.52,Standing order,REF000014420,1095449.63
14421,855,101,Debit,ATM,2024-05-24,08:54:01,1787588.26,NGN,1108.3,Fund transfer,REF000014421,6146795.88
14422,1702,113,Debit,internet banking,18-Oct-2023,00:02:46,1575688.86,EUR,1701743.97,Fund transfer,REF000014422,3723900.22
14423,1585,110, Credit ,Branch,16/04/2024,05:36:12,1341091.3,ZAR,73760.02,Merchant payment,REF000014423,6883029.87
14424,529,108, Debit ,POS,31/12/2023,13:19:31,395461.89,KES,3045.06,Bill payment,REF000014424,8613077.51
14425,235,115,CREDIT,*966#,05/02/2023,19:41:44,1566740.55,USD,1566740.55,Cash deposit,REF000014425,6129773.08
14426,878,101,credit,POS,25/01/2024,18:16:50,1882959.13,NGN,1167.43,Fund transfer,REF000014426,6888655.51
14427,932,105,DEBIT,POS,2025-10-21,06:09:58,1913527.16,NGN,1186.39,POS purchase,REF000014427,1913152.02
14428,1709,107, Debit ,POS,02/14/2023,10:28:00,94816.93,GHS,6257.92,Airtime top-up,REF000014428,453826.91
14429,1789,115,DEBIT,atm,2024-08-18,20:06:20,258672.18,USD,258672.18,Bill payment,REF000014429,9264775.71
14430,115,111,debit,,19/12/2025,09:56:24,1660571.69,ZAR,91331.44,ATM withdrawal,REF000014430,4618147.31
14431,1956,109,DEBIT,A.T.M,01/14/2023,18:37:27,593804.87,KES,4572.3,Merchant payment,REF000014431,1169984.18
14432,1533,105,credit,atm,18-Aug-2024,13:10:11,429099.29,NGN,266.04,Loan repayment,REF000014432,4682735.95
14433,1843,112, Debit ,Internet Banking,02-Nov-2025,13:27:16,761177.82,GBP,966695.83,Bill payment,REF000014433,104489.2
14434,1481,108, Debit ,,13-Mar-2025,09:25:55,680351.5,KES,5238.71,ATM withdrawal,REF000014434,9086052.08
14435,1411,104,DEBIT,*966#,20-Apr-2025,21:20:15,1111002.73,NGN,688.82,Cash deposit,REF000014435,2436361.67
14436,900,105, Debit ,ATM,18/06/2024,07:29:47,847404.46,NGN,525.39,POS purchase,REF000014436,5963177.91
14437,31,103, Debit ,mobile app,16-Mar-2024,18:26:55,303762.93,NGN,188.33,Bill payment,REF000014437,210076.08
14438,723,102,debit,POS,08/08/2023,19:41:46,495613.26,NGN,307.28,Merchant payment,REF000014438,837835.82
14439,1228,109, Credit ,,14-Aug-2025,02:44:15,1218709.75,KES,9384.07,Fund transfer,REF000014439,6740645.92
14440,1531,104,Debit,Branch,01/14/2025,11:06:00,1561259.37,NGN,967.98,Bill payment,REF000014440,5227951.33
14441,1346,107,Debit,*966#,12/11/2024,13:56:36,704791.51,GHS,46516.24,Cash deposit,REF000014441,210164.4
14442,1908,109,debit,Internet Banking,2024-05-26,14:43:25,344391.66,KES,2651.82,POS purchase,REF000014442,5916426.3
14443,536,101,Credit,*966#,2025-03-28,20:05:37,528137.88,NGN,327.45,Airtime top-up,REF000014443,7291997.28
14444,1845,115,Credit,pos,07/01/2023,06:59:17,1231726.96,USD,1231726.96,Cash deposit,REF000014444,1455610.96
14445,735,111, Debit ,pos,13/03/2023,16:51:27,437923.26,ZAR,24085.78,Standing order,REF000014445,2819540.67
14446,107,110,Debit,mobile app,05/15/2023,09:32:58,513968.79,ZAR,28268.28,Bill payment,REF000014446,3154189.51
14447,1166,105, Debit ,*966#,23/01/2024,22:53:35,348595.28,NGN,216.13,Loan repayment,REF000014447,8677005.31
14448,1347,112,debit,Branch,04/08/2024,15:13:22,318591.47,GBP,404611.17,Salary payment,REF000014448,3482241.81
14449,767,102, Credit ,POS Terminal,02/18/2024,18:50:44,1705698.15,NGN,1057.53,Bill payment,REF000014449,1137033.49
14450,693,112,CREDIT,Branch,08/04/2024,10:46:27,1356897.73,GBP,1723260.12,Salary payment,REF000014450,4813212.44
14451,1945,106, Debit ,mobile app,01/24/2024,14:07:52,285568.46,GHS,18847.52,Airtime top-up,REF000014451,8602785.79
14452,719,107,credit,Internet Banking,2025-03-29,17:20:12,235166.33,GHS,15520.98,Bill payment,REF000014452,9599565.95
14453,298,107,credit,Mobile App,29-Sep-2025,11:59:22,385955.66,GHS,25473.07,ATM withdrawal,REF000014453,8851220.97
14454,257,113,DEBIT,POS Terminal,2024-02-26,02:59:40,1416555.34,EUR,1529879.77,Standing order,REF000014454,7724160.65
14455,1406,114,credit,Internet Banking,2023-08-17,14:16:57,1152088.97,AED,313368.2,ATM withdrawal,REF000014455,7097050.7
14456,138,104,debit,internet banking,2023-10-01,13:41:05,454239.48,NGN,281.63,Standing order,REF000014456,2155970.69
14457,225,112,credit,USSD,09/08/2024,05:05:56,1693452.71,GBP,2150684.94,Cash deposit,REF000014457,3646299.56
14458,241,111,Credit,internet banking,07/27/2023,01:13:05,1632046.41,ZAR,89762.55,Standing order,REF000014458,7782033.08
14459,392,113,DEBIT,pos,21-Dec-2023,15:34:22,1952382.49,EUR,2108573.09,Loan repayment,REF000014459,9729572.43
14460,972,101,debit,,20/03/2023,04:44:29,680290.74,NGN,421.78,Standing order,REF000014460,1424279.6
14461,851,114,Credit,*966#,26/11/2023,10:06:59,499595.8,AED,135890.06,Merchant payment,REF000014461,2098189.96
14462,805,112, Debit ,POS,05-Jan-2023,08:41:36,623287.48,GBP,791575.1,Salary payment,REF000014462,7447048.4
14463,480,114, Credit ,USSD,2025-09-06,19:44:24,535978.11,AED,145786.05,Standing order,REF000014463,3363446.28
14464,1089,101,Debit,USSD,07/30/2025,19:02:31,1031649.9,NGN,639.62,Fund transfer,REF000014464,6647374.99
14465,746,112,credit,Mobile App,2025-04-17,03:38:28,1366709.66,GBP,1735721.27,Merchant payment,REF000014465,9722175.73
14466,1360,102,debit,mobile app,12-Oct-2023,11:31:04,810025.06,NGN,502.22,Standing order,REF000014466,2500843.99
14467,765,114,Debit,internet banking,2024-12-25,01:22:21,327541.37,AED,89091.25,Standing order,REF000014467,1202050.55
14468,42,111,Debit,*966#,03/29/2023,23:02:14,429624.06,ZAR,23629.32,Salary payment,REF000014468,4938870.47
14469,1274,108, Debit ,internet banking,2024-07-06,14:21:55,1000786.19,KES,7706.05,Merchant payment,REF000014469,7483476.69
14470,1600,106,Credit,Branch,05/07/2024,04:58:16,161232.39,GHS,10641.34,Standing order,REF000014470,3166622.32
14471,1222,104,CREDIT,POS Terminal,09/10/2024,07:46:07,561302.22,NGN,348.01,Loan repayment,REF000014471,2700913.86
14472,266,104, Credit ,mobile app,2024-02-18,00:47:22,1268060.07,NGN,786.2,Bill payment,REF000014472,1040443.3
14473,1822,105,debit,,11/03/2025,17:58:07,701429.45,NGN,434.89,POS purchase,REF000014473,1971590.88
14474,74,112,CREDIT,internet banking,21/09/2025,20:10:44,870145.67,GBP,1105085.0,ATM withdrawal,REF000014474,3026728.46
14475,722,108,Debit,Mobile App,2024-05-02,10:09:35,705178.7,KES,5429.88,Fund transfer,REF000014475,3388961.42
14476,672,115, Debit ,Internet Banking,2023-06-16,22:38:11,1267877.47,USD,1267877.47,Bill payment,REF000014476,7003408.24
14477,1920,106, Credit ,Branch,23-May-2023,13:29:44,865951.7,GHS,57152.81,Salary payment,REF000014477,4846855.02
14478,160,105,Debit,Branch,02/05/2023,11:52:40,947178.26,NGN,587.25,Loan repayment,REF000014478,7472312.39
14479,1812,114, Debit ,pos,27-Nov-2024,16:17:51,1817759.42,AED,494430.56,Bill payment,REF000014479,1117589.25
14480,848,110, Credit ,Mobile App,30-Sep-2023,08:59:42,1512006.35,ZAR,83160.35,Airtime top-up,REF000014480,3205772.57
14481,1003,107,credit,Internet Banking,18/08/2025,16:24:29,670754.68,GHS,44269.81,Standing order,REF000014481,1329649.06
14482,830,107,Debit,POS,01/08/2024,04:37:46,86760.03,GHS,5726.16,Salary payment,REF000014482,6933557.42
14483,1883,102,DEBIT,A.T.M,22/01/2024,23:53:30,1135295.5,NGN,703.88,Standing order,REF000014483,8603736.94
14484,1376,113, Debit ,mobile app,11/01/2025,09:21:23,239977.67,EUR,259175.88,Cash deposit,REF000014484,3324879.0
14485,818,113,CREDIT,*966#,30-Mar-2023,17:53:25,1450551.73,EUR,1566595.87,Standing order,REF000014485,6904569.35
14486,1605,109,CREDIT,atm,21-Jun-2025,00:40:02,1206787.41,KES,9292.26,POS purchase,REF000014486,3450253.3
14487,1915,101,CREDIT,A.T.M,05/01/2025,10:35:12,726966.46,NGN,450.72,Salary payment,REF000014487,9281316.64
14488,1372,114,CREDIT,A.T.M,18/01/2023,11:20:13,1939723.58,AED,527604.81,POS purchase,REF000014488,6375204.69
14489,893,115,Credit,pos,24-Sep-2023,00:32:42,613191.2,USD,613191.2,Merchant payment,REF000014489,7425624.93
14490,1397,113,debit,POS,07-Nov-2025,14:19:02,978820.23,EUR,1057125.85,Bill payment,REF000014490,9496640.37
14491,319,113,CREDIT,Branch,2024-08-13,00:39:22,2504.93,EUR,2705.32,Salary payment,REF000014491,5649469.04
14492,1016,106,Debit,POS Terminal,05/06/2024,00:44:26,1253869.07,GHS,82755.36,Merchant payment,REF000014492,5259421.54
14493,1411,104,DEBIT,Branch,10/07/2025,08:26:11,188799.68,NGN,117.06,Airtime top-up,REF000014493,2918663.81
14494,886,104,credit,internet banking,01-Oct-2024,09:42:23,1299027.68,NGN,805.4,Bill payment,REF000014494,6836576.08
14495,1284,109,Debit,Branch,01-Dec-2024,23:05:22,1260892.72,KES,9708.87,Cash deposit,REF000014495,2265526.52
14496,633,111,DEBIT,A.T.M,14/11/2023,00:22:19,646375.24,ZAR,35550.64,Merchant payment,REF000014496,331748.43
14497,240,111,DEBIT,POS Terminal,04/04/2023,05:33:06,118204.55,ZAR,6501.25,Bill payment,REF000014497,5846002.38
14498,1679,112,Credit,POS Terminal,10/03/2023,18:34:37,1582361.42,GBP,2009599.0,Airtime top-up,REF000014498,6729593.05
14499,1985,108,credit,ATM,10-Aug-2024,22:11:40,529027.03,KES,4073.51,Salary payment,REF000014499,8042735.86
14500,1741,107,debit,Mobile App,18/08/2024,02:34:50,1846045.21,GHS,121838.98,Cash deposit,REF000014500,7158931.97
14501,1167,110,DEBIT,atm,12-Apr-2023,08:11:13,683050.8,ZAR,37567.79,Cash deposit,REF000014501,5494917.09
14502,50,114,Debit,POS Terminal,20/01/2025,07:16:24,724353.57,AED,197024.17,Standing order,REF000014502,1338333.77
14503,1331,103,CREDIT,A.T.M,06/27/2023,09:06:08,258546.12,NGN,160.3,Airtime top-up,REF000014503,1040569.02
14504,292,111,debit,POS,2025-07-16,12:56:41,788079.61,ZAR,43344.38,Airtime top-up,REF000014504,5863841.18
14505,468,113, Debit ,A.T.M,11/03/2023,09:58:40,129314.78,EUR,139659.96,Salary payment,REF000014505,8901870.09
14506,327,112, Credit ,Internet Banking,13-Jul-2023,12:49:06,437955.7,GBP,556203.74,Cash deposit,REF000014506,23696.17
14507,363,113,Debit,atm,2023-06-10,13:13:37,1869043.8,EUR,2018567.3,Airtime top-up,REF000014507,1104458.13
14508,612,110,debit,*966#,01/11/2025,02:12:58,1561996.91,ZAR,85909.83,POS purchase,REF000014508,3856323.47
14509,154,115, Credit ,ATM,08/25/2024,00:59:58,82617.23,USD,82617.23,POS purchase,REF000014509,5906103.44
14510,219,102,Debit,ATM,08/05/2023,10:45:44,1047096.89,NGN,649.2,ATM withdrawal,REF000014510,4957896.16
14511,1040,109,Credit,ATM,19-Dec-2025,13:00:00,567439.13,KES,4369.28,Cash deposit,REF000014511,4445528.64
14512,856,110, Debit ,ATM,2023-07-25,07:59:02,1304505.41,ZAR,71747.8,Fund transfer,REF000014512,3131823.18
14513,1627,113,credit,Internet Banking,19/11/2025,09:37:37,1551209.36,EUR,1675306.11,Standing order,REF000014513,2414266.43
14514,975,106,debit,atm,27-Aug-2023,02:04:34,1827724.1,GHS,120629.79,Salary payment,REF000014514,7799949.46
14515,585,115,CREDIT,mobile app,04-Jul-2024,16:31:00,1469889.06,USD,1469889.06,Airtime top-up,REF000014515,6690708.51
14516,1624,115,credit,internet banking,12-Mar-2023,20:08:46,1822005.06,USD,1822005.06,POS purchase,REF000014516,2223338.62
14517,1991,106,CREDIT,USSD,17/03/2024,16:44:37,295396.92,GHS,19496.2,Airtime top-up,REF000014517,4951509.28
14518,1045,110, Credit ,USSD,2025-05-17,05:34:11,1841844.05,ZAR,101301.42,Salary payment,REF000014518,5144489.39
14519,1574,111,CREDIT,,20/12/2025,13:18:56,131211.03,ZAR,7216.61,Cash deposit,REF000014519,485586.17
14520,933,108, Debit ,Internet Banking,2023-10-16,14:31:51,1741859.21,KES,13412.32,POS purchase,REF000014520,3691711.83
14521,1575,113, Credit ,pos,01/22/2023,10:55:58,1137425.61,EUR,1228419.66,ATM withdrawal,REF000014521,5395434.74
14522,1501,108,Credit,ATM,04-Jun-2025,22:41:57,1102691.55,KES,8490.72,Fund transfer,REF000014522,9802149.12
14523,828,106, Credit ,USSD,05/11/2023,19:32:51,1635665.98,GHS,107953.95,Merchant payment,REF000014523,2231282.25
14524,1772,103, Credit ,ATM,27/04/2024,05:50:24,550411.38,NGN,341.26,ATM withdrawal,REF000014524,6038895.85
14525,101,115,DEBIT,atm,25-Aug-2023,06:52:47,755511.63,USD,755511.63,Bill payment,REF000014525,3263976.46
14526,156,108,DEBIT,Internet Banking,06/10/2024,16:30:13,473269.13,KES,3644.17,Merchant payment,REF000014526,6530809.86
14527,654,105,Credit,,15/11/2023,10:34:43,168657.12,NGN,104.57,Cash deposit,REF000014527,817630.17
14528,602,111,debit,Internet Banking,04/06/2025,13:45:18,1400558.88,ZAR,77030.74,Loan repayment,REF000014528,9385353.56
14529,1156,113, Debit ,POS,10/07/2023,05:51:43,1975787.89,EUR,2133850.92,Loan repayment,REF000014529,9141496.35
14530,1872,104,credit,USSD,07/15/2023,22:08:28,124867.9,NGN,77.42,Cash deposit,REF000014530,9242011.09
14531,393,103,Credit,POS Terminal,08-Jun-2024,15:38:34,1457268.53,NGN,903.51,Cash deposit,REF000014531,7054331.03
14532,318,107,debit,Mobile App,2025-07-12,17:12:09,882578.2,GHS,58250.16,ATM withdrawal,REF000014532,2413121.8
14533,52,110,debit,pos,07/14/2023,15:59:24,298004.22,ZAR,16390.23,Cash deposit,REF000014533,6886173.44
14534,1091,101, Debit ,,05/30/2025,00:08:39,1900109.19,NGN,1178.07,Fund transfer,REF000014534,4186250.4
14535,631,115,debit,internet banking,14/08/2023,08:45:57,1007831.95,USD,1007831.95,Fund transfer,REF000014535,3198343.66
14536,1947,110,debit,POS Terminal,19-Sep-2024,13:32:31,1194793.7,ZAR,65713.65,Bill payment,REF000014536,5351923.35
14537,236,109, Credit ,ATM,02/01/2024,01:30:26,1425925.43,KES,10979.63,Bill payment,REF000014537,9628243.58
14538,1302,108, Debit ,POS Terminal,11/07/2024,12:55:04,1075399.65,KES,8280.58,Salary payment,REF000014538,6473464.12
14539,1383,110,DEBIT,USSD,16-Jul-2025,15:18:11,361288.3,ZAR,19870.86,Cash deposit,REF000014539,3991861.13
14540,589,110,Credit,*966#,2025-05-16,14:53:58,554035.2,ZAR,30471.94,Cash deposit,REF000014540,7883757.85
14541,875,110,Credit,USSD,03/14/2024,07:29:04,508481.65,ZAR,27966.49,Cash deposit,REF000014541,3237534.88
14542,885,109,CREDIT,POS,01-Aug-2024,05:21:22,1258316.02,KES,9689.03,Loan repayment,REF000014542,9907030.29
14543,696,103,debit,,19-Mar-2024,13:20:18,1537359.27,NGN,953.16,ATM withdrawal,REF000014543,2164906.66
14544,657,110,Credit,pos,09/03/2024,06:41:22,1689361.19,ZAR,92914.87,POS purchase,REF000014544,9195430.54
14545,889,107,debit,USSD,04-Apr-2024,08:36:18,1332563.69,GHS,87949.2,POS purchase,REF000014545,5343785.28
14546,416,107,Credit,pos,22-Aug-2025,23:16:00,326372.94,GHS,21540.61,ATM withdrawal,REF000014546,9813474.03
14547,1772,103, Debit ,pos,03/13/2023,17:49:24,862380.37,NGN,534.68,Standing order,REF000014547,2984953.21
14548,1192,102,Debit,*966#,2024-08-11,17:41:32,279702.99,NGN,173.42,Airtime top-up,REF000014548,7792331.81
14549,1975,101,CREDIT,ATM,20-Sep-2025,01:59:57,1400239.41,NGN,868.15,Salary payment,REF000014549,8336752.43
14550,855,101,credit,A.T.M,02/25/2025,23:29:49,810699.37,NGN,502.63,POS purchase,REF000014550,3715263.05
14551,872,114,DEBIT,*966#,2025-04-29,06:51:10,1210951.09,AED,329378.7,Bill payment,REF000014551,5763949.45
14552,1585,110,CREDIT,Branch,05/06/2024,22:22:30,748300.09,ZAR,41156.5,Standing order,REF000014552,6215602.74
14553,1830,106,Debit,POS Terminal,17-Aug-2023,04:40:44,1129663.65,GHS,74557.8,Fund transfer,REF000014553,5369485.89
14554,1045,110,DEBIT,Mobile App,11/19/2024,15:22:40,1969149.15,ZAR,108303.2,POS purchase,REF000014554,1649866.95
14555,935,102, Credit ,ATM,01-May-2024,08:10:59,1287988.21,NGN,798.55,Loan repayment,REF000014555,8633784.59
14556,574,102,Debit,POS Terminal,2024-02-01,01:31:17,1779791.56,NGN,1103.47,POS purchase,REF000014556,3086671.62
14557,843,111,CREDIT,A.T.M,2024-06-17,16:00:18,1818466.54,ZAR,100015.66,Standing order,REF000014557,2432298.85
14558,175,105,CREDIT,USSD,2025-01-05,14:09:05,1517123.61,NGN,940.62,Standing order,REF000014558,7562597.66
14559,1326,106,Credit,POS Terminal,07-May-2023,04:39:56,1919216.86,GHS,126668.31,Cash deposit,REF000014559,8531376.04
14560,1259,101,Credit,A.T.M,19-Aug-2024,10:09:32,1025373.03,NGN,635.73,Airtime top-up,REF000014560,8570624.45
14561,1902,111, Credit ,USSD,05-Jan-2025,15:12:08,1767111.56,ZAR,97191.14,Standing order,REF000014561,1623627.6
14562,516,101,Debit,POS,2023-02-05,19:52:00,948906.81,NGN,588.32,Airtime top-up,REF000014562,9664179.26
14563,1162,107,Debit,USSD,22/01/2025,07:27:18,857532.26,GHS,56597.13,Merchant payment,REF000014563,4206029.81
14564,1776,112,CREDIT,USSD,02/15/2023,10:07:16,966175.6,GBP,1227043.01,Salary payment,REF000014564,5327727.74
14565,219,102, Debit ,,23-Aug-2024,12:14:57,798822.56,NGN,495.27,POS purchase,REF000014565,8475959.06
14566,135,107,Debit,internet banking,2023-09-10,04:17:24,1794373.79,GHS,118428.67,POS purchase,REF000014566,8874815.91
14567,217,114,Credit,Branch,02/21/2024,22:37:50,31600.78,AED,8595.41,Loan repayment,REF000014567,6867699.45
14568,671,101,DEBIT,ATM,2025-05-31,13:24:54,1320106.38,NGN,818.47,Loan repayment,REF000014568,8872468.29
14569,861,107, Debit ,ATM,03/23/2023,05:41:34,1994457.79,GHS,131634.21,Salary payment,REF000014569,3339099.07
14570,646,101,Credit,,19-Jan-2024,05:52:14,1516979.9,NGN,940.53,Fund transfer,REF000014570,7639983.01
14571,611,108,DEBIT,pos,2023-03-30,09:00:33,1455688.7,KES,11208.8,Bill payment,REF000014571,6069064.43
14572,1648,103, Credit ,*966#,29-Jun-2024,21:38:22,471023.76,NGN,292.03,Airtime top-up,REF000014572,7363894.59
14573,751,109,credit,,22/12/2024,16:16:03,1911320.1,KES,14717.16,ATM withdrawal,REF000014573,8004584.77
14574,1779,107, Debit ,pos,07/03/2023,00:39:44,892940.92,GHS,58934.1,Cash deposit,REF000014574,6755742.47
14575,659,114, Debit ,atm,2025-05-16,10:05:08,1709887.13,AED,465089.3,POS purchase,REF000014575,5254117.65
14576,1150,114,CREDIT,ATM,2023-08-19,04:59:37,1910847.91,AED,519750.63,Fund transfer,REF000014576,6508221.07
14577,92,106,debit,,20-Mar-2023,14:41:09,1395931.79,GHS,92131.5,ATM withdrawal,REF000014577,3981399.03
14578,1104,103,credit,,29/01/2025,07:38:30,591430.22,NGN,366.69,Cash deposit,REF000014578,360937.36
14579,1148,107,Debit,A.T.M,29/07/2023,15:38:24,1118521.99,GHS,73822.45,Bill payment,REF000014579,4918998.88
14580,207,114, Debit ,*966#,05/10/2023,11:26:24,1080990.94,AED,294029.54,Cash deposit,REF000014580,9579696.43
14581,1552,111,Credit,Mobile App,11/02/2025,11:28:23,1585059.19,ZAR,87178.26,Standing order,REF000014581,9783002.8
14582,1457,108,credit,mobile app,25/09/2025,01:03:09,1582386.22,KES,12184.37,Airtime top-up,REF000014582,4381629.5
14583,1191,113,DEBIT,Internet Banking,2025-11-10,08:06:02,494432.83,EUR,533987.46,Bill payment,REF000014583,8212704.86
14584,351,115,Debit,ATM,13/02/2023,05:51:00,1110037.15,USD,1110037.15,ATM withdrawal,REF000014584,2532598.47
14585,1636,111,Debit,Branch,08/07/2023,04:19:08,1319484.18,ZAR,72571.63,Bill payment,REF000014585,2545571.99
14586,920,112,credit,Branch,17-Mar-2024,16:42:43,968321.97,GBP,1229768.9,ATM withdrawal,REF000014586,6685595.94
14587,71,101,Debit,Mobile App,09/07/2025,06:44:16,134196.62,NGN,83.2,Fund transfer,REF000014587,3982448.79
14588,1300,115,debit,,2025-05-01,19:03:48,139978.69,USD,139978.69,POS purchase,REF000014588,4967479.61
14589,1580,101,credit,atm,09/04/2024,05:48:28,1328673.11,NGN,823.78,Fund transfer,REF000014589,781319.62
14590,838,112,CREDIT,mobile app,17/03/2023,13:27:34,1174801.56,GBP,1491997.98,Bill payment,REF000014590,3513213.28
14591,281,114, Debit ,USSD,07/21/2023,21:51:39,168432.64,AED,45813.68,Salary payment,REF000014591,7096152.18
14592,1984,115,CREDIT,A.T.M,01/22/2024,12:59:32,1777096.79,USD,1777096.79,Merchant payment,REF000014592,434504.69
14593,1282,110,debit,Mobile App,08-Apr-2023,01:12:11,1967236.76,ZAR,108198.02,Standing order,REF000014593,9196972.23
14594,369,108, Debit ,*966#,08-Jun-2023,03:56:03,791899.27,KES,6097.62,Cash deposit,REF000014594,2516968.95
14595,442,104,DEBIT,POS Terminal,05-Oct-2024,11:48:11,652232.38,NGN,404.38,Loan repayment,REF000014595,9647458.6
14596,786,104,credit,Branch,24-Dec-2025,07:09:25,1684391.29,NGN,1044.32,Bill payment,REF000014596,5513038.22
14597,934,102,CREDIT,*966#,02/04/2025,04:16:38,292542.74,NGN,181.38,ATM withdrawal,REF000014597,4307157.62
14598,1950,105,Credit,POS,05/18/2025,19:47:16,227491.22,NGN,141.04,POS purchase,REF000014598,66673.66
14599,1886,104, Credit ,mobile app,26/05/2023,03:17:38,1384124.7,NGN,858.16,POS purchase,REF000014599,3528509.73
14600,757,108,debit,POS Terminal,2024-09-01,01:32:57,1733753.54,KES,13349.9,Loan repayment,REF000014600,2393440.55
14601,1782,107, Credit ,POS Terminal,2025-03-11,22:53:16,1916195.41,GHS,126468.9,Merchant payment,REF000014601,5594688.23
14602,561,106,DEBIT,atm,03/07/2025,06:02:19,1507326.95,GHS,99483.58,ATM withdrawal,REF000014602,7542557.7
14603,663,110,DEBIT,POS,30/07/2024,16:50:19,927387.1,ZAR,51006.29,Cash deposit,REF000014603,4886467.78
14604,1072,109,debit,POS,18-Sep-2023,04:56:43,1703991.41,KES,13120.73,Salary payment,REF000014604,3872954.1
14605,1771,107,CREDIT,pos,2024-07-15,10:58:00,1829983.04,GHS,120778.88,Bill payment,REF000014605,7212120.8
14606,1083,115, Debit ,A.T.M,31/05/2024,10:35:39,1846068.39,USD,1846068.39,Salary payment,REF000014606,7718073.8
14607,159,115, Debit ,,2024-08-23,05:04:16,1778241.04,USD,1778241.04,POS purchase,REF000014607,5548326.8
14608,77,101,credit,Internet Banking,19/12/2024,06:49:19,1808459.07,NGN,1121.24,Merchant payment,REF000014608,1668849.81
14609,464,103, Debit ,*966#,09-Jul-2024,22:26:13,534548.26,NGN,331.42,Cash deposit,REF000014609,4252042.06
14610,1322,113,CREDIT,internet banking,2025-04-24,15:54:08,1694745.53,EUR,1830325.17,Standing order,REF000014610,6751076.39
14611,1361,110,credit,mobile app,09/30/2024,01:48:29,537811.61,ZAR,29579.64,Cash deposit,REF000014611,6978687.81
14612,1546,112, Debit ,mobile app,09-Jun-2023,15:15:24,268784.21,GBP,341355.95,Merchant payment,REF000014612,9376056.66
14613,624,102,CREDIT,pos,14-May-2023,03:15:01,1481584.94,NGN,918.58,ATM withdrawal,REF000014613,2773484.16
14614,335,114,CREDIT,Branch,01/03/2023,00:23:06,917228.74,AED,249486.22,Salary payment,REF000014614,2900168.24
14615,592,109,CREDIT,ATM,01/05/2024,01:20:05,407353.33,KES,3136.62,Airtime top-up,REF000014615,8581625.75
14616,726,115,debit,,27/01/2025,06:54:59,1776280.74,USD,1776280.74,Loan repayment,REF000014616,4039446.74
14617,260,108,credit,Mobile App,11/09/2025,08:40:18,512768.92,KES,3948.32,Bill payment,REF000014617,7611967.96
14618,624,102,Debit,*966#,2023-08-16,16:27:30,684957.7,NGN,424.67,Standing order,REF000014618,5838899.88
14619,616,102,Debit,*966#,09-Jul-2025,15:15:26,1591968.74,NGN,987.02,Merchant payment,REF000014619,7323926.65
14620,1768,104,CREDIT,Internet Banking,22-Feb-2024,03:11:36,606066.63,NGN,375.76,Bill payment,REF000014620,3206447.6
14621,952,111,debit,,03/05/2024,08:53:44,14577.7,ZAR,801.77,POS purchase,REF000014621,5013468.11
14622,693,112,DEBIT,mobile app,2025-02-19,03:04:00,1545923.6,GBP,1963322.97,ATM withdrawal,REF000014622,7239510.52
14623,114,113,credit,POS Terminal,09-Oct-2024,01:48:23,1152409.85,EUR,1244602.64,Standing order,REF000014623,4727472.73
14624,85,114,Debit,pos,05-Jan-2023,19:04:08,46259.95,AED,12582.71,Standing order,REF000014624,9121287.52
14625,720,107,CREDIT,Mobile App,2024-11-22,14:10:41,1817718.66,GHS,119969.43,Loan repayment,REF000014625,4744602.94
14626,1779,107, Credit ,Mobile App,27/05/2023,00:49:04,232688.03,GHS,15357.41,Bill payment,REF000014626,261532.56
14627,848,110,Debit,mobile app,12/17/2025,06:16:03,1643965.48,ZAR,90418.1,Bill payment,REF000014627,7697367.55
14628,1907,108,Credit,Branch,2025-03-09,01:56:22,1590089.96,KES,12243.69,Cash deposit,REF000014628,6580930.76
14629,1968,113,credit,USSD,2023-10-25,16:54:44,597794.13,EUR,645617.66,Bill payment,REF000014629,4641104.15
14630,342,101, Debit ,Internet Banking,05/27/2025,20:21:39,682341.1,NGN,423.05,Cash deposit,REF000014630,5102393.16
14631,107,110,DEBIT,,12/13/2025,14:11:00,1839499.72,ZAR,101172.48,Standing order,REF000014631,9720045.01
14632,292,111,Credit,,27/03/2023,23:02:39,38864.55,ZAR,2137.55,Standing order,REF000014632,5256160.35
14633,1171,105,credit,pos,07/18/2025,06:34:49,1282448.28,NGN,795.12,Loan repayment,REF000014633,8034476.46
14634,541,109,debit,USSD,2023-02-08,15:40:11,335104.17,KES,2580.3,Bill payment,REF000014634,4623198.0
14635,512,112,DEBIT,USSD,11/03/2024,03:21:11,1808099.19,GBP,2296285.97,Loan repayment,REF000014635,9459287.96
14636,1842,109, Debit ,A.T.M,07/04/2025,22:04:20,1681903.32,KES,12950.66,Airtime top-up,REF000014636,2639891.48
14637,22,110,CREDIT,atm,17-May-2024,15:55:10,1026027.42,ZAR,56431.51,Salary payment,REF000014637,4620234.26
14638,1032,115,Debit,,05/28/2023,17:49:17,1198174.77,USD,1198174.77,POS purchase,REF000014638,4574379.99
